Waktu Relatif (detik),Tegangan (V),Arus (A),Mean Tegangan (V),Std Dev Tegangan (V),Mean Arus (A),Std Dev Arus (A),Output Sistem Aktual,Output Sistem yang Diharapkan,Akurasi
15.41,0.00,0.00000000,81.31,96.52,0.04700000,0.05181699,Status: Off Contact,Status: Off Contact,Sesuai
15.66,0.00,0.00000000,79.78,97.19,0.04600000,0.05223026,Status: Off Contact,Status: Off Contact,Sesuai
15.94,0.00,0.00000000,76.34,96.90,0.04360000,0.05152708,Status: Off Contact,Status: Off Contact,Sesuai
16.22,0.00,0.00000000,73.72,97.16,0.04160000,0.05123905,Status: Off Contact,Status: Off Contact,Sesuai
16.47,0.00,0.00000000,68.36,93.63,0.03920000,0.05031262,Status: Off Contact,Status: Off Contact,Sesuai
16.74,0.00,0.00000000,65.86,93.75,0.03740000,0.05007235,Status: Off Contact,Status: Off Contact,Sesuai
16.98,0.00,0.00000000,60.48,89.56,0.03460000,0.04813356,Status: Off Contact,Status: Off Contact,Sesuai
17.22,0.00,0.00000000,58.97,89.93,0.03260000,0.04744723,Status: Off Contact,Status: Off Contact,Sesuai
17.48,0.00,0.00000000,54.48,87.12,0.02980000,0.04509945,Status: Off Contact,Status: Off Contact,Sesuai
17.77,0.00,0.00000000,51.85,86.74,0.02820000,0.04470749,Status: Off Contact,Status: Off Contact,Sesuai
18.01,0.00,0.00000000,48.34,85.20,0.02540000,0.04191468,Status: Off Contact,Status: Off Contact,Sesuai
18.24,0.00,0.00000000,46.15,85.01,0.02360000,0.04102487,Status: Off Contact,Status: Off Contact,Sesuai
18.52,0.00,0.00000000,44.41,85.04,0.02140000,0.03924334,Status: Off Contact,Status: Off Contact,Sesuai
18.75,0.00,0.00000000,40.25,81.97,0.02020000,0.03896101,Status: Off Contact,Status: Off Contact,Sesuai
18.98,0.00,0.00000000,38.49,81.87,0.01940000,0.03895690,Status: Off Contact,Status: Off Contact,Sesuai
19.23,0.00,0.00000000,33.73,76.90,0.01800000,0.03836665,Status: Off Contact,Status: Off Contact,Sesuai
19.48,0.00,0.00000000,32.17,76.78,0.01540000,0.03494052,Status: Off Contact,Status: Off Contact,Sesuai
19.75,0.00,0.00000000,29.68,75.76,0.01460000,0.03482585,Status: Off Contact,Status: Off Contact,Sesuai
20.01,0.00,0.00000000,24.82,69.44,0.01400000,0.03481379,Status: Off Contact,Status: Off Contact,Sesuai
20.25,0.00,0.00000000,24.00,69.48,0.01220000,0.03312341,Status: Off Contact,Status: Off Contact,Sesuai
20.51,0.00,0.00000000,23.22,69.53,0.01160000,0.03306720,Status: Off Contact,Status: Off Contact,Sesuai
20.77,0.00,0.00000000,18.56,62.78,0.01000000,0.03162278,Status: Off Contact,Status: Off Contact,Sesuai
21.07,0.00,0.00000000,13.06,51.03,0.00700000,0.02451530,Status: Off Contact,Status: Off Contact,Sesuai
21.31,0.00,0.00000000,10.45,48.22,0.00460000,0.01846185,Status: Off Contact,Status: Off Contact,Sesuai
21.55,0.00,0.00000000,6.25,38.92,0.00280000,0.01386218,Status: Off Contact,Status: Off Contact,Sesuai
21.81,0.00,0.00000000,5.53,38.69,0.00160000,0.01120000,Status: Off Contact,Status: Off Contact,Sesuai
22.07,0.00,0.00000000,0.00,0.00,0.00000000,0.00000000,Status: Off Contact,Status: Off Contact,Sesuai
