Waktu Relatif (detik),Tegangan (V),Arus (A),Mean Tegangan (V),Std Dev Tegangan (V),Mean Arus (A),Std Dev Arus (A),Output Sistem Aktual,Output Sistem yang Diharapkan,Akurasi
11.35,266.76,0.05000000,169.26,104.10,0.07960000,0.03599778,Status: Arc Flash,Status: Normal,Tidak Sesuai
11.60,265.68,0.05000000,169.43,104.26,0.07940000,0.03613364,Status: Arc Flash,Status: Normal,Tidak Sesuai
11.86,265.94,0.05000000,169.14,103.97,0.07780000,0.03562527,Status: Arc Flash,Status: Normal,Tidak Sesuai
12.13,267.47,0.05000000,174.07,102.66,0.07780000,0.03562527,Status: Arc Flash,Status: Normal,Tidak Sesuai
12.40,266.09,0.05000000,177.83,102.52,0.07820000,0.03519602,Status: Arc Flash,Status: Normal,Tidak Sesuai
12.69,265.88,0.05000000,182.89,100.49,0.07680000,0.03489642,Status: Normal,Status: Normal,Sesuai
12.92,266.22,0.05000000,183.52,100.91,0.07720000,0.03446970,Status: Normal,Status: Normal,Sesuai
13.21,266.78,0.05000000,186.80,100.90,0.07740000,0.03428177,Status: Normal,Status: Normal,Sesuai
13.49,265.84,0.05000000,190.95,99.80,0.07760000,0.03409164,Status: Normal,Status: Normal,Sesuai
13.74,266.62,0.05000000,195.53,97.88,0.07680000,0.03426018,Status: Normal,Status: Normal,Sesuai
14.02,266.39,0.05000000,200.18,95.59,0.07520000,0.03360000,Status: Normal,Status: Normal,Sesuai
14.25,265.42,0.05000000,203.20,95.22,0.07500000,0.03371943,Status: Normal,Status: Normal,Sesuai
14.52,266.09,0.05000000,202.83,94.94,0.07500000,0.03371943,Status: Normal,Status: Normal,Sesuai
14.77,266.33,0.05000000,203.08,95.09,0.07400000,0.03370460,Status: Normal,Status: Normal,Sesuai
15.01,267.20,0.05000000,204.34,95.51,0.07280000,0.03346879,Status: Normal,Status: Normal,Sesuai
15.27,266.23,0.05000000,203.81,95.09,0.07260000,0.03357440,Status: Normal,Status: Normal,Sesuai
15.53,266.47,0.05000000,205.28,95.47,0.07140000,0.03328723,Status: Normal,Status: Normal,Sesuai
15.78,265.70,0.05000000,209.95,92.56,0.07160000,0.03312763,Status: Normal,Status: Normal,Sesuai
16.07,266.29,0.05000000,210.53,92.82,0.07000000,0.03218695,Status: Normal,Status: Normal,Sesuai
16.30,266.99,0.05000000,215.84,88.18,0.06880000,0.03178931,Status: Normal,Status: Normal,Sesuai
16.54,265.47,0.05000000,219.74,85.96,0.06700000,0.03021589,Status: Normal,Status: Normal,Sesuai
16.79,266.82,0.05000000,222.89,84.73,0.06520000,0.02844222,Status: Normal,Status: Normal,Sesuai
17.08,267.00,0.05000000,228.19,78.82,0.06380000,0.02741459,Status: Normal,Status: Normal,Sesuai
17.31,266.56,0.05000000,229.75,78.80,0.06320000,0.02738175,Status: Normal,Status: Normal,Sesuai
17.53,265.85,0.05000000,234.55,73.33,0.06240000,0.02717057,Status: Normal,Status: Normal,Sesuai
17.81,266.55,0.05000000,239.11,67.90,0.06080000,0.02544327,Status: Normal,Status: Normal,Sesuai
18.07,266.59,0.05000000,242.13,65.66,0.05900000,0.02282542,Status: Normal,Status: Normal,Sesuai
18.32,266.48,0.05000000,242.17,65.67,0.05780000,0.02166010,Status: Normal,Status: Normal,Sesuai
18.58,266.14,0.05000000,244.20,64.81,0.05600000,0.01822087,Status: Normal,Status: Normal,Sesuai
18.85,266.51,0.05000000,249.35,55.46,0.05580000,0.01823074,Status: Normal,Status: Normal,Sesuai
19.11,265.38,0.05000000,254.58,42.99,0.05500000,0.01757840,Status: Normal,Status: Normal,Sesuai
